//1	2	1	1	0	0	0	0
//Energy [eV]	Trasnport XS[cm^2]
0.4043338449121749	3.382643840869202e-17
0.41524018599168694	3.588037197014787e-17
0.4264407103982672	3.7954586804651793e-17
0.43794335331652984	4.0052232974068516e-17
0.44975626397161683	4.2177063811797854e-17
0.4618878114026437	4.433351178630026e-17
0.4743465903918741	4.65267722669154e-17
0.48714142755382617	4.8762895941243686e-17
0.5002813875886247	5.1048890691265057e-17
0.5137757797040269	5.3391711330516374e-17
0.5276341642106751	5.579493439895188e-17
0.5418663592952464	5.826146550016618e-17
0.5564824479762989	6.079447717674215e-17
0.5714927852477425	6.339743629374289e-17
0.5869080054149932	6.60741340850603e-17
0.6027390296290122	6.882871910787441e-17
0.6189970736235632	7.166573337224472e-17
0.6356936556611729	7.459015193651141e-17
0.6528406046934225	7.760742628488629e-17
0.6704500687413504	8.072353183154004e-17
0.6885345235019052	8.394501992583148e-17
0.7071067811865475	8.727896997413396e-17
0.7261799995982571	9.072833702356383e-17
0.7457676914533843	9.428917618594833e-17
0.7658837339549405	9.795583150708615e-17
0.7865423786241177	1.0172121700019796e-16
0.8077582613969991	1.0557664140989245e-16
0.8295464129936156	1.0951161522329318e-16
0.851922269566689	1.1351363827559612e-16
0.8749016836376148	1.1756796615019285e-16
0.898500935327425	1.216573534135897e-16
0.9227367438906924	1.25761771551594e-16
0.947626279560545	1.2985809928444155e-16
0.9731871757131815	1.3391978273341613e-16
0.9994375413605104	1.379164626886811e-16
1.0263959739797586	1.4182678699978228e-16
1.0540815726891442	1.4568556798868843e-16
1.082513951778936	1.495508136655937e-16
1.1117132546075088	1.5349099545240995e-16
1.1417001678722078	1.5758628654491064e-16
1.1724959362651675	1.6192992513785575e-16
1.204122377524438	1.666296194267899e-16
1.2366018978910964	1.7174348028932496e-16
1.269957507983301	1.7714968787920454e-16
1.3042128390985115	1.826706160589371e-16
1.3393921599554546	1.881455476839572e-16
1.375520393887669	1.9352630464704303e-16
1.412623136500823	1.987829159323475e-16
1.4507266738063258	2.0388192135233744e-16
1.4898580008440467	2.0878603269686343e-16
1.53004484080738	2.134583947280142e-16
1.5713156646841642	2.1790095599804305e-16
1.6136997114273886	2.221416598778459e-16
1.6572270086699918	2.2621573427193664e-16
1.7019283939983971	2.30166427045635e-16
1.7478355367998712	2.3409368999494276e-16
1.7949809606992044	2.3829020475010113e-16
1.8433980666005607	2.4313755829385887e-16
1.8931211563508765	2.490784692599307e-16
1.9441854570415298	2.5648022549230407e-16
1.996627145965511	2.6485897898259107e-16
2.050483376247799	2.7328833477021675e-16
2.1057923031670502	2.806820068203954e-16
2.1625931111873116	2.8646957373459525e-16
2.220926041718852	2.921046650774569e-16
2.2808324216278035	2.988014258399682e-16
2.3423546925148373	3.0661150291009214e-16
2.4055364407835502	3.154744672696027e-16
2.4704224285199436	3.253115560322319e-16
2.537058625204809	3.36021418593536e-16
2.6054922402815066	3.4744372094259757e-16
2.6757717566022463	3.593536826731784e-16
2.74794696477649	3.714837983637455e-16
2.8220689984458986	3.83521573238185e-16
2.898190370510742	3.952467026595582e-16
2.9763650103334673	4.0666241937057113e-16
3.0566483019458075	4.178112099014669e-16
3.1390971232864318	4.288342056784469e-16
3.2237698864970223	4.3995280131730745e-16
3.3107265793052485	4.514278152576145e-16
3.4000288075239906	4.634316066719821e-16
3.4917398386969523	4.757804038810122e-16
3.5859246469215034	4.881883027466156e-16
3.682649958880607	5.003943209606315e-16
3.7819843011163594	5.125734226319844e-16
3.883998048578666	5.25124501128316e-16
3.98876347448349	5.385143201444827e-16
4.096354801515895	5.531660416661331e-16
4.206848254414285	5.688858779846383e-16
4.320322113972984	5.851967182303937e-16
4.436856772501462	6.015355877005683e-16
4.55653479077954	6.172654061039102e-16
4.679440956548814	6.322469402550344e-16
4.805662344581873	6.470031570314781e-16
4.935288378371755	6.621866292155447e-16
5.068410893485384	6.785385258851487e-16
5.205124202625939	6.96404690115105e-16
5.345525162450094	7.156580206877745e-16
5.489713242187661	7.361175002919347e-16
5.637790594112079	7.575630150108425e-16
5.789862125911763	7.797305778652485e-16
5.946035575013605	8.023070661440335e-16
6.106421584911182	8.249693431257469e-16
6.271133783551888	8.478960876128841e-16
6.44028886383839	8.716767378273518e-16
6.6140066663015	8.970053183657985e-16
