0.49 1.1278 0.49 0.51114 0.735 0.34903 0.98 0.21253 0.98 0.16047 0.98 0.13141 0.98 0.11258 0.98 0.099261 0.98 0.089427 0.98 0.082356 0.98 0.077666 0.98 0.074824 0.98 0.073231 0.98 0.072396 0.98 0.071987 0.98 0.071803 0.98 0.071728 0.98 0.071698 0.98 0.071655 0.98 0.07156 
0.5 1.1267 0.5 0.51108 0.75 0.34892 1 0.21247 1 0.16044 1 0.1314 1 0.11257 1 0.099257 1 0.089424 1 0.08235 1 0.077654 1 0.074806 1 0.073206 1 0.072366 1 0.071952 1 0.071764 1 0.071687 1 0.071656 1 0.071611 1 0.071516 
0.51 1.1254 0.51 0.51102 0.765 0.3488 1.02 0.2124 1.02 0.16042 1.02 0.13139 1.02 0.11257 1.02 0.099254 1.02 0.08942 1.02 0.082344 1.02 0.077643 1.02 0.074788 1.02 0.073181 1.02 0.072335 1.02 0.071916 1.02 0.071725 1.02 0.071645 1.02 0.071612 1.02 0.071566 1.02 0.071471 
0.52 1.1241 0.52 0.51095 0.78 0.34867 1.04 0.21233 1.04 0.1604 1.04 0.13138 1.04 0.11256 1.04 0.09925 1.04 0.089416 1.04 0.082337 1.04 0.077631 1.04 0.074769 1.04 0.073156 1.04 0.072303 1.04 0.07188 1.04 0.071685 1.04 0.071603 1.04 0.071568 1.04 0.07152 1.04 0.071425 
0.53 1.1226 0.53 0.51087 0.795 0.34853 1.06 0.21225 1.06 0.16037 1.06 0.13136 1.06 0.11255 1.06 0.099246 1.06 0.089412 1.06 0.082331 1.06 0.077619 1.06 0.07475 1.06 0.07313 1.06 0.072271 1.06 0.071843 1.06 0.071645 1.06 0.071559 1.06 0.071523 1.06 0.071473 1.06 0.071377 
0.54 1.121 0.54 0.51079 0.81 0.34839 1.08 0.21217 1.08 0.16034 1.08 0.13135 1.08 0.11255 1.08 0.099241 1.08 0.089408 1.08 0.082324 1.08 0.077606 1.08 0.074731 1.08 0.073104 1.08 0.072239 1.08 0.071806 1.08 0.071603 1.08 0.071515 1.08 0.071476 1.08 0.071425 1.08 0.071329 
0.55 1.1193 0.55 0.5107 0.825 0.34823 1.1 0.21208 1.1 0.16032 1.1 0.13134 1.1 0.11254 1.1 0.099237 1.1 0.089404 1.1 0.082317 1.1 0.077594 1.1 0.074711 1.1 0.073077 1.1 0.072206 1.1 0.071767 1.1 0.071561 1.1 0.07147 1.1 0.071429 1.1 0.071375 1.1 0.071279 
0.56 1.1174 0.56 0.51061 0.84 0.34806 1.12 0.21199 1.12 0.16028 1.12 0.13132 1.12 0.11253 1.12 0.099232 1.12 0.0894 1.12 0.08231 1.12 0.077581 1.12 0.074691 1.12 0.07305 1.12 0.072172 1.12 0.071729 1.12 0.071518 1.12 0.071424 1.12 0.071381 1.12 0.071325 1.12 0.071228 
0.57 1.1154 0.57 0.51051 0.855 0.34788 1.14 0.2119 1.14 0.16025 1.14 0.13131 1.14 0.11252 1.14 0.099227 1.14 0.089395 1.14 0.082303 1.14 0.077569 1.14 0.074671 1.14 0.073023 1.14 0.072138 1.14 0.071689 1.14 0.071474 1.14 0.071377 1.14 0.071332 1.14 0.071273 1.14 0.071176 
0.58 1.1133 0.58 0.5104 0.87 0.34769 1.16 0.2118 1.16 0.16022 1.16 0.13129 1.16 0.11252 1.16 0.099221 1.16 0.08939 1.16 0.082295 1.16 0.077556 1.16 0.074651 1.16 0.072995 1.16 0.072104 1.16 0.071649 1.16 0.07143 1.16 0.07133 1.16 0.071282 1.16 0.071221 1.16 0.071123 
